Year;ID_Unit;ID_UnitType;RegistrationNumber;UnitName;Location;RegularMembersTo6;RegularMembersTo15;RegularMembersTo18;RegularMembersTo26;RegularMembersFrom26;RegularMembers;MembersTo6;MembersTo15;MembersTo18;MembersTo26;MembersFrom26;Members
2005;23680;okres;214;okres Kolín;Kolín;3;402;99;121;169;794;3;402;99;121;169;794
2004;23680;okres;214;okres Kolín;Kolín;0;426;84;118;167;795;0;426;84;118;167;795
2003;23680;okres;214;okres Kolín;Kolín;2;482;95;114;190;883;2;482;95;114;190;883
2019;23759;okres;215;okres Kutná Hora;Kutná Hora;49;312;40;53;147;601;49;312;40;53;147;601
2018;23759;okres;215;okres Kutná Hora;Kutná Hora;27;266;38;54;140;525;27;266;38;54;140;525
2017;23759;okres;215;okres Kutná Hora;Kutná Hora;46;256;47;52;138;539;46;256;47;52;138;539
2016;23759;okres;215;okres Kutná Hora;Kutná Hora;37;261;42;51;140;531;37;261;42;51;140;531
2015;23759;okres;215;okres Kutná Hora;Kutná Hora;21;269;47;55;140;532;21;269;47;55;140;532
2014;23759;okres;215;okres Kutná Hora;Kutná Hora;8;209;45;63;123;448;8;209;45;63;123;448
2013;23759;okres;215;okres Kutná Hora;Kutná Hora;13;227;42;66;132;480;13;227;42;66;132;480
2012;23759;okres;215;okres Kutná Hora;Kutná Hora;6;211;29;70;128;444;6;211;29;70;128;444
2011;23759;okres;215;okres Kutná Hora;Kutná Hora;3;219;30;73;126;451;3;219;30;73;126;451
2010;23759;okres;215;okres Kutná Hora;Kutná Hora;6;233;34;61;118;452;6;233;34;61;118;452
2009;23759;okres;215;okres Kutná Hora;Kutná Hora;7;203;39;58;118;425;7;203;39;58;118;425
2008;23759;okres;215;okres Kutná Hora;Kutná Hora;2;206;46;64;113;431;2;206;46;64;113;431
2007;23759;okres;215;okres Kutná Hora;Kutná Hora;1;206;46;52;105;410;1;206;46;52;105;410
2006;23759;okres;215;okres Kutná Hora;Kutná Hora;1;219;47;51;100;418;1;219;47;51;100;418
2005;23759;okres;215;okres Kutná Hora;Kutná Hora;0;241;45;53;106;445;0;241;45;53;106;445
2004;23759;okres;215;okres Kutná Hora;Kutná Hora;0;276;40;63;121;500;0;276;40;63;121;500
2003;23759;okres;215;okres Kutná Hora;Kutná Hora;1;283;47;59;118;508;1;283;47;59;118;508
2019;23793;okres;216;okres Mìlník;Neratovice;20;291;39;52;106;508;20;291;39;52;106;508
2018;23793;okres;216;okres Mìlník;Neratovice;13;272;34;51;102;472;13;272;34;51;102;472
2017;23793;okres;216;okres Mìlník;Neratovice;8;240;31;52;97;428;8;240;31;52;97;428
2016;23793;okres;216;okres Mìlník;Neratovice;5;254;30;50;93;432;5;254;30;50;93;432
2015;23793;okres;216;okres Mìlník;Neratovice;15;270;34;45;95;459;15;271;34;45;95;460
2014;23793;okres;216;okres Mìlník;Neratovice;9;205;27;42;86;369;9;206;27;42;86;370
2013;23793;okres;216;okres Mìlník;Neratovice;5;190;18;45;75;333;5;191;18;45;75;334
2012;23793;okres;216;okres Mìlník;Neratovice;6;191;18;50;67;332;6;192;18;50;67;333
2011;23793;okres;216;okres Mìlník;Neratovice;5;172;25;48;66;316;5;173;25;48;66;317
2010;23793;okres;216;okres Mìlník;Neratovice;2;164;26;49;60;301;2;165;26;49;60;302
2009;23793;okres;216;okres Mìlník;Neratovice;2;164;28;54;55;303;2;164;28;54;55;303
2008;23793;okres;216;okres Mìlník;Neratovice;5;165;33;52;51;306;5;165;33;52;51;306
2007;23793;okres;216;okres Mìlník;Neratovice;3;164;32;53;53;305;3;164;32;53;53;305
2006;23793;okres;216;okres Mìlník;Neratovice;4;199;45;57;51;356;4;199;45;57;51;356
2005;23793;okres;216;okres Mìlník;Neratovice;9;197;39;56;50;351;9;197;39;56;50;351
2004;23793;okres;216;okres Mìlník;Neratovice;10;204;40;39;46;339;10;204;40;39;46;339
2003;23793;okres;216;okres Mìlník;Neratovice;3;223;34;50;53;363;3;223;34;50;53;363
2019;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav 1;16;300;62;46;87;511;16;300;62;46;87;511
2018;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;1;326;50;48;95;520;1;326;50;48;95;520
2017;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;0;361;35;50;87;533;0;361;35;50;87;533
2016;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;2;309;28;53;80;472;2;309;28;53;80;472
2015;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;6;257;32;52;80;427;6;257;32;52;80;427
2014;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;12;266;34;56;74;442;12;266;34;56;74;442
2013;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;12;226;46;48;69;401;12;226;46;48;69;401
2012;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;14;209;44;44;71;382;14;209;44;44;72;383
2011;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;7;175;42;47;77;348;7;175;42;47;78;349
2010;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;13;171;41;54;80;359;13;171;41;54;81;360
2009;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;2;178;36;47;86;349;2;178;36;47;86;349
2008;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;1;231;59;72;102;465;1;231;59;72;102;465
2007;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;4;194;52;45;99;394;4;194;52;45;99;394
2006;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;3;212;48;54;98;415;3;212;48;54;98;415
2005;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;2;248;48;53;97;448;2;248;48;53;97;448
2004;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;2;238;39;57;94;430;2;238;39;57;94;430
2003;23828;okres;217;okres Mladá Boleslav;Mladá Boleslav;1;243;51;63;92;450;1;243;51;63;92;450
2019;23866;okres;218;okres Nymburk;Nymburk 2;19;472;56;75;183;805;19;472;56;75;184;806
2018;23866;okres;218;okres Nymburk;Nymburk;19;419;60;67;174;739;19;419;60;67;175;740
2017;23866;okres;218;okres Nymburk;Nymburk;10;379;67;64;175;695;10;379;67;64;176;696
2016;23866;okres;218;okres Nymburk;Nymburk;17;347;60;60;174;658;17;347;60;60;176;660
2015;23866;okres;218;okres Nymburk;Nymburk;31;320;46;62;165;624;31;320;46;63;166;626
2014;23866;okres;218;okres Nymburk;Nymburk;16;327;39;63;162;607;16;327;39;64;163;609
2013;23866;okres;218;okres Nymburk;Nymburk;15;336;44;71;156;622;15;336;44;71;157;623
2012;23866;okres;218;okres Nymburk;Nymburk;25;335;44;83;156;643;25;335;46;83;157;646
2011;23866;okres;218;okres Nymburk;Nymburk;17;362;43;84;145;651;17;362;44;85;146;654
2010;23866;okres;218;okres Nymburk;Nymburk;21;316;46;103;142;628;21;316;48;104;143;632
2009;23866;okres;218;okres Nymburk;Nymburk;14;341;55;94;142;646;14;341;55;94;142;646
2008;23866;okres;218;okres Nymburk;Nymburk;25;337;69;110;140;681;25;337;69;110;140;681
2007;23866;okres;218;okres Nymburk;Nymburk;30;319;90;96;134;669;30;319;90;96;134;669
2006;23866;okres;218;okres Nymburk;Nymburk;14;330;78;95;131;648;14;330;78;95;131;648
2005;23866;okres;218;okres Nymburk;Nymburk;3;332;77;96;130;638;3;332;77;96;130;638
2004;23866;okres;218;okres Nymburk;Nymburk;5;332;72;97;132;638;5;332;72;97;132;638
2003;23866;okres;218;okres Nymburk;Nymburk;0;348;67;89;145;649;0;348;67;89;145;649
2019;23919;okres;219;okres Praha-východ;Èelákovice;38;812;149;118;231;1348;38;812;149;118;236;1353
2018;23919;okres;219;okres Praha-východ;Èelákovice;27;719;128;105;217;1196;27;719;128;105;220;1199
2017;23919;okres;219;okres Praha-východ;Èelákovice;11;697;102;99;207;1116;11;697;102;100;208;1118
2016;23919;okres;219;okres Praha-východ;Èelákovice;17;691;81;93;209;1091;17;691;81;94;209;1092
2015;23919;okres;219;okres Praha-východ;Èelákovice;23;603;73;96;205;1000;23;603;73;97;205;1001
2014;23919;okres;219;okres Praha-východ;Èelákovice;18;570;71;97;189;945;18;570;71;97;189;945
2013;23919;okres;219;okres Praha-východ;Èelákovice;11;520;60;85;177;853;11;520;60;85;177;853
2012;23919;okres;219;okres Praha-východ;Èelákovice;19;494;58;94;189;854;19;494;58;94;189;854
2011;23919;okres;219;okres Praha-východ;Èelákovice;26;486;56;94;200;862;26;486;56;94;200;862
2010;23919;okres;219;okres Praha-východ;Èelákovice;27;453;52;110;203;845;27;453;52;110;203;845
2009;23919;okres;219;okres Praha-východ;Èelákovice;36;424;63;112;204;839;36;424;63;112;204;839
2008;23919;okres;219;okres Praha-východ;Èelákovice;37;381;66;113;216;813;37;381;66;113;216;813
2007;23919;okres;219;okres Praha-východ;Èelákovice;40;385;78;102;210;815;40;385;78;102;210;815
2006;23919;okres;219;okres Praha-východ;Èelákovice;7;307;84;91;174;663;7;307;84;91;174;663
2005;23919;okres;219;okres Praha-východ;Èelákovice;2;340;89;88;175;694;2;340;89;88;175;694
2004;23919;okres;219;okres Praha-východ;Èelákovice;6;356;80;79;195;716;6;356;80;79;195;716
2003;23919;okres;219;okres Praha-východ;Èelákovice;3;366;76;85;197;727;3;366;76;85;197;727
2013;27486;okres;307;okres Plzeò - sever;Zruè - Senec;0;0;0;1;15;16;0;0;0;1;15;16
2012;27486;okres;307;okres Plzeò - sever;Zruè - Senec;0;0;0;0;0;0;0;0;0;0;0;0
2019;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;51;2246;323;435;816;3871;51;2246;323;437;817;3874
2018;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;74;2129;315;429;788;3735;74;2129;315;429;789;3736
2017;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;49;2104;298;409;783;3643;49;2104;298;409;785;3645
2016;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;52;2033;304;433;764;3586;52;2033;304;434;766;3589
2015;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;56;1970;306;431;726;3489;56;1970;306;431;728;3491
2014;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;61;1861;280;430;689;3321;61;1861;280;430;691;3323
2013;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;58;1737;269;403;653;3120;58;1737;269;403;655;3122
2012;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;35;1657;270;390;625;2977;35;1657;270;391;630;2983
2011;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;20;1597;275;406;607;2905;20;1597;275;409;609;2910
2010;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;22;1623;292;419;595;2951;22;1623;293;432;603;2973
2009;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;19;1561;284;434;588;2886;19;1561;284;434;588;2886
2008;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;19;1525;279;448;556;2827;19;1525;279;448;556;2827
2007;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;14;1536;352;471;543;2916;14;1536;352;471;543;2916
2006;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;14;1682;354;476;573;3099;14;1682;354;476;573;3099
2005;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;15;1859;358;499;550;3281;15;1859;358;499;550;3281
2004;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;14;2032;375;525;542;3488;14;2032;375;525;542;3488
2003;26065;kraj;310;Jihoèeský kraj;Èeské Budìjovice;9;2041;405;529;565;3549;9;2041;405;529;565;3549
2007;26066;okres;311;okres Èeské Budìjovice;zrušeno;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2006;26066;okres;311;okres Èeské Budìjovice;zrušeno;1;397;90;131;126;745;1;397;90;131;126;745
2005;26066;okres;311;okres Èeské Budìjovice;zrušeno;6;441;89;149;120;805;6;441;89;149;120;805
2004;26066;okres;311;okres Èeské Budìjovice;zrušeno;2;510;99;149;112;872;2;510;99;149;112;872
2003;26066;okres;311;okres Èeské Budìjovice;zrušeno;2;488;104;141;116;851;2;488;104;141;116;851
2007;26122;okres;312;okres Èeský Krumlov;Køemže;1;109;13;28;33;184;1;109;13;28;33;184
2006;26122;okres;312;okres Èeský Krumlov;Køemže;2;118;13;33;46;212;2;118;13;33;46;212
2005;26122;okres;312;okres Èeský Krumlov;Køemže;0;147;24;31;42;244;0;147;24;31;42;244
2004;26122;okres;312;okres Èeský Krumlov;Køemže;0;134;22;23;45;224;0;134;22;23;45;224
2003;26122;okres;312;okres Èeský Krumlov;Køemže;2;137;26;35;47;247;2;137;26;35;47;247
2019;26147;okres;313;okres Jindøichùv Hradec;Daèice;2;153;17;28;52;252;2;154;17;28;54;255
2018;26147;okres;313;okres Jindøichùv Hradec;Daèice;5;143;12;32;47;239;5;143;12;32;49;241
2017;26147;okres;313;okres Jindøichùv Hradec;Daèice;3;150;15;29;43;240;3;150;15;29;44;241
2016;26147;okres;313;okres Jindøichùv Hradec;Daèice;3;143;24;28;38;236;3;143;24;28;39;237
2015;26147;okres;313;okres Jindøichùv Hradec;Daèice;0;129;25;29;34;217;0;129;25;29;35;218
2014;26147;okres;313;okres Jindøichùv Hradec;Daèice;2;143;16;32;33;226;2;143;16;33;34;228
2013;26147;okres;313;okres Jindøichùv Hradec;Daèice;3;134;12;31;33;213;3;134;12;31;34;214
2012;26147;okres;313;okres Jindøichùv Hradec;Daèice;0;137;20;23;31;211;0;137;20;23;32;212
2011;26147;okres;313;okres Jindøichùv Hradec;Daèice;1;118;18;28;27;192;1;118;18;28;28;193
2010;26147;okres;313;okres Jindøichùv Hradec;Daèice;2;135;15;30;29;211;2;135;15;38;35;225
2009;26147;okres;313;okres Jindøichùv Hradec;Daèice;3;164;46;49;54;316;3;164;46;49;54;316
2008;26147;okres;313;okres Jindøichùv Hradec;Daèice;7;296;55;74;55;487;7;296;55;74;55;487
2007;26147;okres;313;okres Jindøichùv Hradec;Daèice;1;338;67;84;68;558;1;338;67;84;68;558
2006;26147;okres;313;okres Jindøichùv Hradec;Daèice;1;374;62;75;71;583;1;374;62;75;71;583
2005;26147;okres;313;okres Jindøichùv Hradec;Daèice;0;387;60;74;64;585;0;387;60;74;64;585
2004;26147;okres;313;okres Jindøichùv Hradec;Daèice;2;429;72;80;62;645;2;429;72;80;62;645
2003;26147;okres;313;okres Jindøichùv Hradec;Daèice;0;417;73;78;63;631;0;417;73;78;63;631
2007;26188;okres;314;okres Písek;Písek;1;175;53;71;93;393;1;175;53;71;93;393
2006;26188;okres;314;okres Písek;Písek;6;237;63;74;99;479;6;237;63;74;99;479
2005;26188;okres;314;okres Písek;Písek;4;266;56;77;104;507;4;266;56;77;104;507
2004;26188;okres;314;okres Písek;Písek;10;273;53;78;101;515;10;273;53;78;101;515
2003;26188;okres;314;okres Písek;Písek;3;266;57;89;117;532;3;266;57;89;117;532
2007;26226;okres;316;okres Strakonice;Strakonice;2;113;36;25;72;248;2;113;36;25;72;248
2006;26226;okres;316;okres Strakonice;Strakonice;0;135;25;25;76;261;0;135;25;25;76;261
2005;26226;okres;316;okres Strakonice;Strakonice;0;169;21;32;78;300;0;169;21;32;78;300
2004;26226;okres;316;okres Strakonice;Strakonice;0;188;21;45;85;339;0;188;21;45;85;339
2003;26226;okres;316;okres Strakonice;Strakonice;0;211;33;41;90;375;0;211;33;41;90;375
2019;26252;okres;317;okres Tábor;Tábor;14;532;69;91;181;887;14;532;69;93;181;889
2018;26252;okres;317;okres Tábor;Tábor;12;519;69;97;179;876;12;519;69;97;179;876
2017;26252;okres;317;okres Tábor;Tábor;13;516;71;86;186;872;13;516;71;86;186;872
2016;26252;okres;317;okres Tábor;Tábor;14;506;68;94;182;864;14;506;68;96;182;866
2015;26252;okres;317;okres Tábor;Tábor;17;504;77;90;175;863;17;504;77;90;175;863
2014;26252;okres;317;okres Tábor;Tábor;12;484;67;95;173;831;12;484;67;95;173;831
2013;26252;okres;317;okres Tábor;Tábor;9;442;67;86;166;770;9;442;67;86;166;770
2012;26252;okres;317;okres Tábor;Tábor;12;410;60;94;161;737;12;410;60;94;161;737
2011;26252;okres;317;okres Tábor;Tábor;3;396;64;107;150;720;3;396;64;107;150;720
2010;26252;okres;317;okres Tábor;Tábor;6;397;64;112;149;728;6;397;64;112;149;728
2009;26252;okres;317;okres Tábor;Tábor;1;371;55;118;146;691;1;371;55;118;146;691
2008;26252;okres;317;okres Tábor;Tábor;2;379;57;121;150;709;2;379;57;121;150;709
2007;26252;okres;317;okres Tábor;Tábor;3;373;83;122;151;732;3;373;83;122;151;732
2006;26252;okres;317;okres Tábor;Tábor;4;421;101;138;155;819;4;421;101;138;155;819
2005;26252;okres;317;okres Tábor;Tábor;5;449;108;136;142;840;5;449;108;136;142;840
2004;26252;okres;317;okres Tábor;Tábor;0;498;108;150;137;893;0;498;108;150;137;893
2003;26252;okres;317;okres Tábor;Tábor;2;522;112;145;132;913;2;522;112;145;132;913
2019;25544;kraj;320;Plzeòský kraj;Plzeò 1;80;2130;343;401;800;3754;80;2130;343;401;803;3757
2018;25544;kraj;320;Plzeòský kraj;Plzeò 1;92;1970;331;375;766;3534;92;1970;331;375;769;3537
2017;25544;kraj;320;Plzeòský kraj;Plzeò 1;65;1909;308;356;739;3377;65;1909;308;356;743;3381
2016;25544;kraj;320;Plzeòský kraj;Plzeò 1;68;1872;264;370;719;3293;68;1872;264;370;723;3297
2015;25544;kraj;320;Plzeòský kraj;Plzeò 1;89;1753;239;398;683;3162;89;1753;239;398;688;3167
2014;25544;kraj;320;Plzeòský kraj;Plzeò 1;75;1612;217;410;649;2963;75;1612;217;410;653;2967
2013;25544;kraj;320;Plzeòský kraj;Plzeò 1;63;1461;213;446;581;2764;63;1461;213;446;583;2766
2012;25544;kraj;320;Plzeòský kraj;Plzeò 1;56;1381;245;436;550;2668;56;1381;245;436;552;2670
2011;25544;kraj;320;Plzeòský kraj;Plzeò 1;59;1346;273;438;526;2642;59;1347;277;440;527;2650
2010;25544;kraj;320;Plzeòský kraj;Plzeò 1;54;1278;331;443;515;2621;54;1278;334;446;517;2629
2009;25544;kraj;320;Plzeòský kraj;Plzeò 1;22;1267;331;462;511;2593;22;1267;331;462;511;2593
2008;25544;kraj;320;Plzeòský kraj;Plzeò 1;28;1309;351;429;484;2601;28;1309;351;429;484;2601
2007;25544;kraj;320;Plzeòský kraj;Plzeò 1;30;1393;378;432;483;2716;30;1393;378;432;483;2716
2006;25544;kraj;320;Plzeòský kraj;Plzeò 1;12;1434;393;422;496;2757;12;1434;393;422;496;2757
2005;25544;kraj;320;Plzeòský kraj;Plzeò 1;9;1553;417;408;502;2889;9;1553;417;408;502;2889
2004;25544;kraj;320;Plzeòský kraj;Plzeò 1;7;1733;377;418;493;3028;7;1733;377;418;493;3028
2003;25544;kraj;320;Plzeòský kraj;Plzeò 1;8;1862;358;418;490;3136;8;1862;358;418;490;3136
2019;25542;okres;321;okres Domažlice;Domažlice;8;244;37;39;105;433;8;244;37;39;105;433
2018;25542;okres;321;okres Domažlice;Domažlice;13;219;39;30;105;406;13;219;39;30;105;406
2017;25542;okres;321;okres Domažlice;Domažlice;7;197;32;36;102;374;7;197;32;36;102;374
2016;25542;okres;321;okres Domažlice;Domažlice;2;184;28;33;94;341;2;184;28;33;94;341
2015;25542;okres;321;okres Domažlice;Domažlice;1;183;15;41;82;322;1;183;15;41;83;323
2014;25542;okres;321;okres Domažlice;Domažlice;1;156;17;43;67;284;1;156;17;43;68;285
2013;25542;okres;321;okres Domažlice;Domažlice;1;131;16;41;56;245;1;131;16;41;56;245
2012;25542;okres;321;okres Domažlice;Domažlice;1;115;37;32;54;239;1;115;37;32;54;239
2011;25542;okres;321;okres Domažlice;Domažlice;1;125;36;33;53;248;1;125;36;33;53;248
2010;25542;okres;321;okres Domažlice;Domažlice;2;118;40;27;58;245;2;118;40;27;58;245
2009;25542;okres;321;okres Domažlice;Domažlice;0;120;20;28;57;225;0;120;20;28;57;225
2008;25542;okres;321;okres Domažlice;Domažlice;1;108;31;30;54;224;1;108;31;30;54;224
2007;25542;okres;321;okres Domažlice;Domažlice;0;107;38;31;48;224;0;107;38;31;48;224
2006;25542;okres;321;okres Domažlice;Domažlice;0;117;31;25;47;220;0;117;31;25;47;220
2005;25542;okres;321;okres Domažlice;Domažlice;0;115;27;27;50;219;0;115;27;27;50;219
2004;25542;okres;321;okres Domažlice;Domažlice;0;138;19;24;54;235;0;138;19;24;54;235
2003;25542;okres;321;okres Domažlice;Domažlice;0;144;16;23;53;236;0;144;16;23;53;236
2019;25543;okres;322;okres Klatovy;Klatovy;18;375;55;78;150;676;18;375;55;78;150;676
2018;25543;okres;322;okres Klatovy;Klatovy;15;337;54;76;146;628;15;337;54;76;146;628
2017;25543;okres;322;okres Klatovy;Klatovy;20;336;65;71;138;630;20;336;65;71;138;630
2016;25543;okres;322;okres Klatovy;Klatovy;14;308;68;67;137;594;14;308;68;67;137;594
2015;25543;okres;322;okres Klatovy;Klatovy;17;279;65;68;136;565;17;279;65;68;136;565
2014;25543;okres;322;okres Klatovy;Klatovy;6;292;55;69;131;553;6;292;55;69;131;553
2013;25543;okres;322;okres Klatovy;Klatovy;7;290;46;68;119;530;7;290;46;68;119;530
2012;25543;okres;322;okres Klatovy;Klatovy;9;263;38;80;110;500;9;263;38;80;110;500
2011;25543;okres;322;okres Klatovy;Klatovy;4;257;48;94;107;510;4;257;48;96;107;512
2010;25543;okres;322;okres Klatovy;Klatovy;4;236;65;91;104;500;4;236;65;92;105;502
2009;25543;okres;322;okres Klatovy;Klatovy;2;230;79;99;110;520;2;230;79;99;110;520
2008;25543;okres;322;okres Klatovy;Klatovy;2;219;83;92;99;495;2;219;83;92;99;495
2007;25543;okres;322;okres Klatovy;Klatovy;2;272;63;90;100;527;2;272;63;90;100;527
2006;25543;okres;322;okres Klatovy;Klatovy;1;274;68;88;105;536;1;274;68;88;105;536
2005;25543;okres;322;okres Klatovy;Klatovy;2;301;67;85;101;556;2;301;67;85;101;556
2004;25543;okres;322;okres Klatovy;Klatovy;3;303;65;74;100;545;3;303;65;74;100;545
2003;25543;okres;322;okres Klatovy;Klatovy;0;326;63;84;96;569;0;326;63;84;96;569
2019;25547;okres;323;okres Plzeò - mìsto;Plzeò;23;1089;178;216;393;1899;23;1089;179;216;396;1903
2018;25547;okres;323;okres Plzeò - mìsto;Plzeò;32;997;170;198;374;1771;32;997;171;198;377;1775
2017;25547;okres;323;okres Plzeò - mìsto;Plzeò;14;971;164;180;361;1690;14;971;164;180;365;1694
2016;25547;okres;323;okres Plzeò - mìsto;Plzeò;29;932;128;196;340;1625;29;932;128;196;345;1630
2015;25547;okres;323;okres Plzeò - mìsto;Plzeò;40;886;118;198;289;1531;40;886;118;198;294;1536
2014;25547;okres;323;okres Plzeò - mìsto;Plzeò;33;779;115;200;272;1399;33;779;115;200;276;1403
2013;25547;okres;323;okres Plzeò - mìsto;Plzeò;30;716;112;224;238;1320;30;716;112;224;241;1323
2012;25547;okres;323;okres Plzeò - mìsto;Plzeò;27;694;126;216;231;1294;27;694;126;216;234;1297
2011;25547;okres;323;okres Plzeò - mìsto;Plzeò;38;683;144;209;221;1295;38;684;148;210;222;1302
2010;25547;okres;323;okres Plzeò - mìsto;Plzeò;35;680;169;219;204;1307;35;680;172;222;205;1314
2009;25547;okres;323;okres Plzeò - mìsto;Plzeò;19;689;167;234;201;1310;19;689;167;234;201;1310
2008;25547;okres;323;okres Plzeò - mìsto;Plzeò;23;723;164;212;188;1310;23;723;164;212;188;1310
2007;25547;okres;323;okres Plzeò - mìsto;Plzeò;20;737;190;223;177;1347;20;737;190;223;177;1347
2006;25547;okres;323;okres Plzeò - mìsto;Plzeò;7;737;197;215;178;1334;7;737;197;215;178;1334
2005;25547;okres;323;okres Plzeò - mìsto;Plzeò;0;796;225;208;178;1407;0;796;225;208;178;1407
2004;25547;okres;323;okres Plzeò - mìsto;Plzeò;4;840;205;237;155;1441;4;840;205;237;155;1441
2003;25547;okres;323;okres Plzeò - mìsto;Plzeò;3;894;200;225;151;1473;3;894;200;225;151;1473
2019;25548;okres;324;okres Plzeò - jih;Pøeštice;6;247;38;43;92;426;6;247;38;43;92;426
2018;25548;okres;324;okres Plzeò - jih;Pøeštice;7;252;34;46;89;428;7;252;34;46;89;428
2017;25548;okres;324;okres Plzeò - jih;Pøeštice;13;233;32;41;87;406;13;233;32;41;87;406
2016;25548;okres;324;okres Plzeò - jih;Pøeštice;12;260;26;43;84;425;12;260;26;43;84;425
2015;25548;okres;324;okres Plzeò - jih;Pøeštice;19;228;23;45;83;398;19;228;23;45;83;398
2014;25548;okres;324;okres Plzeò - jih;Pøeštice;20;213;15;45;79;372;20;213;15;45;79;372
2013;25548;okres;324;okres Plzeò - jih;Pøeštice;8;170;21;46;74;319;8;170;21;46;74;319
2012;25548;okres;324;okres Plzeò - jih;Pøeštice;5;167;25;48;76;321;5;167;25;48;76;321
2011;25548;okres;324;okres Plzeò - jih;Pøeštice;6;179;28;47;75;335;6;179;28;47;75;335
2010;25548;okres;324;okres Plzeò - jih;Pøeštice;2;154;33;48;76;313;2;154;33;48;76;313
2009;25548;okres;324;okres Plzeò - jih;Pøeštice;1;144;36;51;74;306;1;144;36;51;74;306
2008;25548;okres;324;okres Plzeò - jih;Pøeštice;0;138;36;47;73;294;0;138;36;47;73;294
2007;25548;okres;324;okres Plzeò - jih;Pøeštice;0;150;40;46;68;304;0;150;40;46;68;304
2006;25548;okres;324;okres Plzeò - jih;Pøeštice;3;156;41;41;67;308;3;156;41;41;67;308
2005;25548;okres;324;okres Plzeò - jih;Pøeštice;6;173;38;44;70;331;6;173;38;44;70;331
2004;25548;okres;324;okres Plzeò - jih;Pøeštice;0;201;37;37;67;342;0;201;37;37;67;342
2003;25548;okres;324;okres Plzeò - jih;Pøeštice;1;209;27;45;69;351;1;209;27;45;69;351
2007;25490;okres;325;okres Plzeò-sever;Zruè;0;18;8;11;22;59;0;18;8;11;22;59
2006;25490;okres;325;okres Plzeò-sever;Zruè;0;42;18;21;21;102;0;42;18;21;21;102
2005;25490;okres;325;okres Plzeò-sever;Zruè;1;56;19;16;23;115;1;56;19;16;23;115
2004;25490;okres;325;okres Plzeò-sever;Zruè;0;86;18;16;24;144;0;86;18;16;24;144
2003;25490;okres;325;okres Plzeò-sever;Zruè;4;79;19;16;21;139;4;79;19;16;21;139
2019;25507;okres;326;okres Rokycany;Rokycany;25;175;35;25;60;320;25;175;35;25;61;321
2018;25507;okres;326;okres Rokycany;Rokycany;25;165;34;25;52;301;25;165;34;25;53;302
2017;25507;okres;326;okres Rokycany;Rokycany;11;172;15;28;51;277;11;172;15;28;52;278
2016;25507;okres;326;okres Rokycany;Rokycany;11;188;14;31;64;308;11;188;14;31;64;308
2015;25507;okres;326;okres Rokycany;Rokycany;12;177;18;46;93;346;12;177;18;46;93;346
2014;25507;okres;326;okres Rokycany;Rokycany;15;150;14;51;89;319;15;150;14;51;89;319
2013;25507;okres;326;okres Rokycany;Rokycany;17;135;18;61;68;299;17;135;18;61;68;299
2012;25507;okres;326;okres Rokycany;Rokycany;14;126;18;52;68;278;14;126;18;52;68;278
2011;25507;okres;326;okres Rokycany;Rokycany;10;82;16;41;62;211;10;82;16;41;62;211
2010;25507;okres;326;okres Rokycany;Rokycany;11;65;23;47;64;210;11;65;23;47;64;210
2009;25507;okres;326;okres Rokycany;Rokycany;0;68;29;39;61;197;0;68;29;39;61;197
2008;25507;okres;326;okres Rokycany;Rokycany;2;92;34;38;61;227;2;92;34;38;61;227
2007;25507;okres;326;okres Rokycany;Rokycany;7;73;32;21;58;191;7;73;32;21;58;191
